main_uberon_id,mesh_ids,umls_ids
UBERON:0001161,,"C0227230 {source=""ncithesaurus:Body_of_Stomach""}"
UBERON:0001162,D002299,"C0007144 {source=""ncithesaurus:Cardia""}"
UBERON:0001163,,"C0227221 {source=""ncithesaurus:Lesser_Curvature""}"
UBERON:0001164,,"C0227223 {source=""ncithesaurus:Greater_Curvature""}"
UBERON:0001165,D011706,"C0034193 {source=""ncithesaurus:Antrum_Pylori""}"
UBERON:0001166,D011708,"C0034196 {source=""ncithesaurus:Pylorus""}"
UBERON:0001168,,"C1519375 {source=""ncithesaurus:Small_Intestinal_Wall_Tissue""}"
UBERON:0001171,,"C0682620 {source=""ncithesaurus:Portal_Lobule""}"
UBERON:0001172,,"C0227519 {source=""ncithesaurus:Liver_Acinus""}"
UBERON:0001173,"D001659 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0005423 {source=""ncithesaurus:Biliary_Tract""}"
UBERON:0001174,D003135,"C0009437 {source=""ncithesaurus:Common_Bile_Duct""}"
UBERON:0001175,D006500,"C0019149 {source=""ncithesaurus:Common_Hepatic_Duct""}"
UBERON:0001176,,"C0227557 {source=""ncithesaurus:Right_Hepatic_Duct""}"
UBERON:0001177,,"C0227560 {source=""ncithesaurus:Left_Hepatic_Duct""}"
UBERON:0001179,D010529,"C1704247 {source=""ncithesaurus:Peritoneal_Cavity""}"
UBERON:0001182,D017538,"C0162861 {source=""ncithesaurus:Superior_Mesenteric_Artery""}"
UBERON:0001183,D017537,"C0162860 {source=""ncithesaurus:Inferior_Mesenteric_Artery""}"
UBERON:0001184,D012077,"C0035065 {source=""ncithesaurus:Renal_Artery""}"
UBERON:0001185,,"C0226332 {source=""ncithesaurus:Right_Renal_Artery""}"
UBERON:0001186,,"C0226333 {source=""ncithesaurus:Left_Renal_Artery""}"
UBERON:0001188,,"C0734076 {source=""ncithesaurus:Right_Spermatic_Artery""}"
UBERON:0001189,,"C0734077 {source=""ncithesaurus:Left_Spermatic_Artery""}"
UBERON:0001190,,"C0226411 {source=""ncithesaurus:Ovarian_Artery""}"
UBERON:0001191,,"C1261084 {source=""ncithesaurus:Common_Iliac_Artery""}"
UBERON:0001192,,"C0226299 {source=""ncithesaurus:Gastric_Artery""}"
UBERON:0001193,D006499,"C0019145 {source=""ncithesaurus:Hepatic_Artery""}"
UBERON:0001194,D013157,"C0037996 {source=""ncithesaurus:Splenic_Artery""}"
UBERON:0001195,,"C0226319 {source=""ncithesaurus:Inferior_Pancreatico-duodenal_artery""}"
UBERON:0001196,,"C0226328 {source=""ncithesaurus:Middle_Colic_Artery""}"
UBERON:0001197,,"C0226323 {source=""ncithesaurus:Ileo-colic_Artery""}"
UBERON:0001198,,"C0580876 {source=""ncithesaurus:Superior_Suprarenal_Artery""}"
UBERON:0001199,D005753,"C0017136 {source=""ncithesaurus:Gastric_Mucosa""}"
UBERON:0001200,,"C0227211 {source=""ncithesaurus:Gastric_Submucosa""}"
UBERON:0001201,,"C1517453 {source=""ncithesaurus:Gastric_Serosal_Surface""}"
UBERON:0001202,,"C0227238 {source=""ncithesaurus:Pyloric_Sphincter""}"
UBERON:0001203,,"C0227200 {source=""ncithesaurus:Gastric_Muscularis_Mucosa""}"
UBERON:0001204,,"C0227261 {source=""ncithesaurus:Small_Intestinal_Mucosa""}"
UBERON:0001205,,"C0227268 {source=""ncithesaurus:Small_Intestinal_Submucosa""}"
UBERON:0001207,,"C0734203 {source=""ncithesaurus:Large_Intestinal_Mucosa""}"
UBERON:0001208,,"C0734204 {source=""ncithesaurus:Large_Intestinal_Submucosa""}"
UBERON:0001209,,"C1517727 {source=""ncithesaurus:Large_Intestinal_Serosal_Surface""}"
UBERON:0001210,,"C0227262 {source=""ncithesaurus:Small_Intestinal_Muscularis_Mucosa""}"
UBERON:0001211,D010581,"C0031272 {source=""ncithesaurus:Peyer_s_Patch""}"
UBERON:0001212,D002011,"C0006323 {source=""ncithesaurus:Brunner_s_Gland""}"
UBERON:0001213,,"C1519988 {source=""ncithesaurus:Villus""}"
UBERON:0001214,,"C0226743 {source=""ncithesaurus:Pancreatic_Vein""}"
UBERON:0001215,,"C0226754 {source=""ncithesaurus:Inferior_Mesenteric_Vein""}"
UBERON:0001217,,"C1301431 {source=""ncithesaurus:Ileal_Vein""}"
UBERON:0001219,,"C0226744 {source=""ncithesaurus:Ileocolic_Vein""}"
UBERON:0001220,,"C0224380 {source=""ncithesaurus:Quadratus_Lumborum""}"
UBERON:0001221,,"C0224378 {source=""ncithesaurus:Transversus_Abdominis""}"
UBERON:0001222,,"C0227682 {source=""ncithesaurus:Right_Ureter""}"
UBERON:0001223,,"C0227683 {source=""ncithesaurus:Left_Ureter""}"
UBERON:0001224,D007682,"C0227666 {source=""ncithesaurus:Renal_Pelvis""}"
UBERON:0001225,D007672,"C0022655 {source=""ncithesaurus:Renal_Cortex""}"
UBERON:0001228,D007679,"C0022666 {source=""ncithesaurus:Renal_Papilla""}"
UBERON:0001229,,"C0227635 {source=""ncithesaurus:Renal_Corpuscle""}"
UBERON:0001230,,"C0524448 {source=""ncithesaurus:Bowman_s_Capsule""}"
UBERON:0001231,D007684,"C0022674 {source=""ncithesaurus:Renal_Tubule""}"
UBERON:0001232,D007685,
UBERON:0001233,,"C0229559 {source=""ncithesaurus:Right_Adrenal_Gland""}"
UBERON:0001234,,"C0229560 {source=""ncithesaurus:Left_Adrenal_Gland""}"
UBERON:0001235,D000302,"C0001613 {source=""ncithesaurus:Adrenal_Cortex""}"
UBERON:0001236,D019439,"C0001629 {source=""ncithesaurus:Adrenal_Medulla""}"
UBERON:0001237,D010220,"C0442134 {source=""ncithesaurus:Paraaortic""}"
UBERON:0001238,,"C1711325 {source=""ncithesaurus:Small_Intestinal_Lamina_Propria""}"
UBERON:0001239,,"C0734776 {source=""ncithesaurus:Large_Intestinal_Muscularis_Mucosa""}"
UBERON:0001241,,"C0227267 {source=""ncithesaurus:Small_Intestinal_Crypt_of_Lieberkuhn""}"
UBERON:0001242,D007413,"C0021839 {source=""ncithesaurus:Intestinal_Mucosa""}"
UBERON:0001244,,"C0224394 {source=""ncithesaurus:Internal_Anal_Sphincter""}"
UBERON:0001245,,"C0003461 {source=""ncithesaurus:Anus""}"
UBERON:0001246,,"C0227515 {source=""ncithesaurus:Interlobular_Bile_Duct""}"
UBERON:0001247,,"C0230240 {source=""ncithesaurus:Falciform_Ligament""}"
UBERON:0001248,,"C0229685 {source=""ncithesaurus:Splenic_Hilum""}"
UBERON:0001249,,"C1519475 {source=""ncithesaurus:Splenic_Lymphoid_Follicle""}"
UBERON:0001250,,"C0229687 {source=""ncithesaurus:Splenic_Red_Pulp""}"
UBERON:0001251,,"C1711368 {source=""ncithesaurus:Marginal_Zone""}"
UBERON:0001255,D001743,"C0005682 {source=""ncithesaurus:Bladder""}"
UBERON:0001256,,"C0458421 {source=""ncithesaurus:Bladder_Wall""}"
UBERON:0001257,,"C0447586 {source=""ncithesaurus:Bladder_Trigone""}"
UBERON:0001258,,"C0227716 {source=""ncithesaurus:Bladder_Neck""}"
UBERON:0001259,,"C0227691 {source=""ncithesaurus:Bladder_Mucosa""}"
UBERON:0001261,,"C1706967 {source=""ncithesaurus:Bladder_Lamina_Propria""}"
UBERON:0001262,,"C1708548 {source=""ncithesaurus:Intestinal_Wall_Tissue""}"
UBERON:0001263,,"C0227578 {source=""ncithesaurus:Pancreatic_Acinus""}"
UBERON:0001264,D010179,"C0030274 {source=""ncithesaurus:Pancreas""}"
UBERON:0001265,,"C0229688 {source=""ncithesaurus:Splenic_Trabecula""}"
UBERON:0001266,,"C0735011 {source=""ncithesaurus:Splenic_Cord""}"
UBERON:0001267,D005267,"C0015808 {source=""ncithesaurus:Femoral_Nerve""}"
UBERON:0001268,"D001202 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}",
UBERON:0001269,D000077,"C0000962 {source=""ncithesaurus:Acetabulum""}"
UBERON:0001271,,"C0684083 {source=""ncithesaurus:Pelvic_Girdle""}"
UBERON:0001273,D007085,"C0020889 {source=""ncithesaurus:Ilium""}"
UBERON:0001274,D007512,"C0022122 {source=""ncithesaurus:Ischium""}"
UBERON:0001275,D011630,"C0034014 {source=""ncithesaurus:Pubic_Bone""}"
UBERON:0001277,,"C0226890 {source=""ncithesaurus:Intestinal_Epithelium""}"
UBERON:0001279,,"C0227514 {source=""ncithesaurus:Portal_Triad""}"
UBERON:0001280,,C0736268
UBERON:0001281,,"C0227523 {source=""ncithesaurus:Hepatic_Sinusoid""}"
UBERON:0001282,,"C0227517 {source=""ncithesaurus:Canal_of_Hering""}"
UBERON:0001283,D001648,"C0005393 {source=""ncithesaurus:Bile_Canaliculus""}"
UBERON:0001284,,C0736346
UBERON:0001285,D009399,"C0027713 {source=""ncithesaurus:Nephron""}"
UBERON:0001286,,"C0227643 {source=""ncithesaurus:Urinary_Space""}"
UBERON:0001287,,"C1514580 {source=""ncithesaurus:Proximal_Convoluted_Tube""}"
UBERON:0001288,D008138,"C0023986 {source=""ncithesaurus:Loop_of_Henle""}"
UBERON:0001289,,"C0227657 {source=""ncithesaurus:Descending_Limb_of_the_Henle_s_Loop""}"
UBERON:0001292,,"C0022676 {source=""ncithesaurus:Distal_Convoluted_Tubule""}"
UBERON:0001295,D004717,"C0014180 {source=""ncithesaurus:Endometrium""}"
UBERON:0001296,D009215,"C0027088 {source=""ncithesaurus:Myometrium""}"
UBERON:0001297,,"C0227824 {source=""ncithesaurus:Perimetrium""}"
UBERON:0001298,,"C0224419 {source=""ncithesaurus:Psoas_Major""}"
UBERON:0001299,,"C0227948 {source=""ncithesaurus:Glans_Penis""}"
UBERON:0001300,D012611,"C0036471 {source=""ncithesaurus:Scrotum""}"
UBERON:0001301,D004822,"C0014533 {source=""ncithesaurus:Epididymis""}"
UBERON:0001302,,"C0227900 {source=""ncithesaurus:Right_Fallopian_Tube""}"
UBERON:0001303,,"C0227902 {source=""ncithesaurus:Left_Fallopian_Tube""}"
UBERON:0001304,,"C0227875 {source=""ncithesaurus:Ovarian_Surface_Epithelium""}"
UBERON:0001305,D006080,"C0018120 {source=""ncithesaurus:Ovarian_Follicle""}"
UBERON:0001307,,"C0227877 {source=""ncithesaurus:Ovarian_Capsule""}"
UBERON:0001308,,"C0226398 {source=""ncithesaurus:External_Iliac_Artery""}"
UBERON:0001309,,"C0226364 {source=""ncithesaurus:Internal_Iliac_Artery""}"
UBERON:0001310,D014469,"C0041632 {source=""ncithesaurus:Umbilical_Artery""}"
UBERON:0001311,,"C0226377 {source=""ncithesaurus:Inferior_Vesical_Artery""}"
UBERON:0001312,,"C0226376 {source=""ncithesaurus:Superior_Vesical_Artery""}"
UBERON:0001313,,"C0226367 {source=""ncithesaurus:Iliolumbar_Artery""}"
UBERON:0001314,,"C0226369 {source=""ncithesaurus:Obturator_Artery""}"
UBERON:0001315,,"C0226371 {source=""ncithesaurus:Gluteal_Artery""}"
UBERON:0001316,,"C0226761 {source=""ncithesaurus:External_Iliac_Vein""}"
UBERON:0001317,,"C0226764 {source=""ncithesaurus:Internal_Iliac_Vein""}"
UBERON:0001320,,"C0226760 {source=""ncithesaurus:Iliolumbar_Vein""}"
UBERON:0001321,,"C0226776 {source=""ncithesaurus:Obturator_Vein""}"
UBERON:0001322,D012584,"C0036394 {source=""BIRNLEX:1133"", source=""ncithesaurus:Sciatic_Nerve""}"
UBERON:0001323,D013979,"C0040186 {source=""ncithesaurus:Tibial_Nerve""}"
UBERON:0001324,D010543,"C0031173 {source=""ncithesaurus:Peroneal_Nerve""}"
UBERON:0001326,,"C0224384 {source=""ncithesaurus:Levator_Ani""}"
UBERON:0001328,,"C0227970 {source=""ncithesaurus:Prostate_Gland_Lobe""}"
UBERON:0001332,,"C0227952 {source=""ncithesaurus:Male_Prepuce""}"
UBERON:0001333,,"C0458452 {source=""ncithesaurus:Male_Urethra""}"
UBERON:0001334,,"C0458485 {source=""ncithesaurus:Female_Urethra""}"
UBERON:0001335,,"C0458450 {source=""ncithesaurus:Prostatic_Portion_of_the_Male_Urethra""}"
UBERON:0001339,,"C0224401 {source=""ncithesaurus:Ischiocavernosus""}"
UBERON:0001341,,"C0230212 {source=""ncithesaurus:Omental_Bursa""}"
UBERON:0001342,,"C0230310 {source=""ncithesaurus:Mesovarian_Ligament""}"
UBERON:0001343,D012671,"C0036630 {source=""ncithesaurus:Seminiferous_Tubule""},C1519236 {source=""ncithesaurus:Seminiferous_Cord""}"
UBERON:0001344,,"C0920840 {source=""ncithesaurus:Vaginal_Epithelium""}"
UBERON:0001346,D006924,"C0020412 {source=""ncithesaurus:Hymen""}"
UBERON:0001347,"D052436 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C1704223 {source=""ncithesaurus:White_Adipose_Tissue""}"
UBERON:0001348,D002001,"C0006298 {source=""ncithesaurus:Brown_Adipose_Tissue""}"
UBERON:0001350,D003050,"C0009194 {source=""ncithesaurus:Coccyx""}"
UBERON:0001351,,"C0229289 {source=""ncithesaurus:Lacrimal_Sac""}"
UBERON:0001352,D004424,"C0013444 {source=""ncithesaurus:External_Acoustic_Meatus""}"
UBERON:0001353,,"C0230120 {source=""ncithesaurus:Anal_Region""}"
UBERON:0001354,,"C0226401 {source=""ncithesaurus:Inferior_Epigastric_Artery""}"
UBERON:0001355,,"C0226455 {source=""ncithesaurus:Deep_Femoral_Artery""}"
UBERON:0001357,,"C0226393 {source=""ncithesaurus:Inferior_Rectal_Artery""}"
UBERON:0001358,,"C0226394 {source=""ncithesaurus:Perineal_Artery""}"
UBERON:0001359,D002555,"C0007806 {source=""BIRNLEX:1798"", source=""ncithesaurus:Cerebrospinal_Fluid""}"
UBERON:0001361,D005268,"C0015809 {source=""ncithesaurus:Femoral_Vein""}"
UBERON:0001363,,"C0392907 {source=""ncithesaurus:Long_Saphenous_Vein""}"
UBERON:0001365,D012446,"C0036036 {source=""ncithesaurus:Sacroiliac_Joint""}"
UBERON:0001367,,"C0224395 {source=""ncithesaurus:External_Anal_Sphincter""}"
UBERON:0001368,,"C1518528 {source=""ncithesaurus:Obturator_Externus_Muscle""}"
UBERON:0001369,,"C0224418 {source=""ncithesaurus:Iliacus""}"
UBERON:0001370,,"C0224424 {source=""ncithesaurus:Gluteus_Maximus""}"
UBERON:0001371,,"C0224425 {source=""ncithesaurus:Gluteus_Medius""}"
UBERON:0001372,,"C0224420 {source=""ncithesaurus:Psoas_Minor""}"
UBERON:0001373,,"C0224434 {source=""ncithesaurus:Sartorius_Muscle""}"
UBERON:0001374,,"C0224449 {source=""ncithesaurus:Biceps_Femoris""}"
UBERON:0001375,,"C0224453 {source=""ncithesaurus:Semitendinosus""}"
UBERON:0001376,,"C1384497 {source=""ncithesaurus:Tensor_Fasciae_Lata""}"
UBERON:0001377,"D052097 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0224440 {source=""ncithesaurus:Quadriceps_Muscle_of_the_Thigh""}"
UBERON:0001378,,"C0584894 {source=""ncithesaurus:Rectus_Femoris""}"
UBERON:0001379,,"C0224444 {source=""ncithesaurus:Vastus_Lateralis""}"
UBERON:0001381,,"C0224452 {source=""ncithesaurus:Semimembranosus""}"
UBERON:0001382,,"C0224447 {source=""ncithesaurus:Pectineus""}"
UBERON:0001384,D009044,"C0026607 {source=""ncithesaurus:Primary_Motor_Cortex""}"
UBERON:0001385,,"C1710423 {source=""ncithesaurus:Tibialis_Cranialis""}"
UBERON:0001386,,"C0224464 {source=""ncithesaurus:Extensor_Digitorum_Longus""}"
UBERON:0001387,,"C0224469 {source=""ncithesaurus:Peroneus_Longus""}"
UBERON:0001388,,"C0242691 {source=""ncithesaurus:Gastrocnemius_Muscle""}"
UBERON:0001389,,"C0242694 {source=""ncithesaurus:Soleus""}"
UBERON:0001390,,"C0226464 {source=""ncithesaurus:External_Sural_Artery""}"
UBERON:0001391,,"C0224457 {source=""ncithesaurus:Popliteus_Muscle""}"
UBERON:0001392,,"C0224473 {source=""ncithesaurus:Flexor_Hallucis_Longus""}"
UBERON:0001393,D001303,"C0004302 {source=""ncithesaurus:Auditory_Cortex""}"
UBERON:0001394,D001366,"C0004455 {source=""ncithesaurus:Axillary_Artery""}"
UBERON:0001395,,"C0226420 {source=""ncithesaurus:Acromial_Thoracic_Artery""}"
UBERON:0001396,,"C0226421 {source=""ncithesaurus:Lateral_Thoracic_Artery""}"
UBERON:0001397,,"C0226422 {source=""ncithesaurus:Subscapular_Artery""}"
UBERON:0001398,D001916,"C0006087 {source=""ncithesaurus:Brachial_Artery""}"
UBERON:0001401,,"C0224307 {source=""ncithesaurus:Longissimus_Thoracis""}"
UBERON:0001402,,"C0224308 {source=""ncithesaurus:Longissimus_Cervicis""}"
UBERON:0001403,,"C0224309 {source=""ncithesaurus:Longissimus_Capitis""}"
UBERON:0001404,D017534,"C0162857 {source=""ncithesaurus:Radial_Artery""}"
UBERON:0001405,,"C0224311 {source=""ncithesaurus:Spinalis_Thoracis""}"
UBERON:0001406,D017535,"C0162858 {source=""ncithesaurus:Ulnar_Artery""}"
UBERON:0001407,,"C0224316 {source=""ncithesaurus:Semispinalis_Thoracis""}"
UBERON:0001408,,"C0224317 {source=""ncithesaurus:Semispinalis_Cervicis""}"
UBERON:0001409,,"C0224318 {source=""ncithesaurus:Semispinalis_Capitis""}"
UBERON:0001410,,"C0226446 {source=""ncithesaurus:Common_Palmar_Digital_Artery""}"
UBERON:0001411,,"C0226801 {source=""ncithesaurus:Basilic_Vein""}"
UBERON:0001413,,"C0226812 {source=""ncithesaurus:Brachial_Vein""}"
UBERON:0001414,,C0226807
UBERON:0001416,,"C0222166 {source=""ncithesaurus:Abdominal_Skin""}"
UBERON:0001417,,"C0205030 {source=""ncithesaurus:Neck_Skin""}"
UBERON:0001419,,"C1282135 {source=""ncithesaurus:Skin_of_the_Extremity""}"
UBERON:0001423,D011884,"C0034627 {source=""ncithesaurus:Radius_Bone""}"
UBERON:0001424,D014457,"C0041600 {source=""ncithesaurus:Ulna""}"
UBERON:0001427,D021361,"C0223724 {source=""ncithesaurus:Scaphoid_Bone""}"
UBERON:0001428,D012667,"C0036624 {source=""ncithesaurus:Lunate_Bone""}"
UBERON:0001429,,"C0223729 {source=""ncithesaurus:Pisiform_Bone""}"
UBERON:0001430,,"C0223736 {source=""ncithesaurus:Trapezial_Bone""}"
UBERON:0001431,,"C0223741 {source=""ncithesaurus:Trapezoid_Bone""}"
UBERON:0001432,,"C0223733 {source=""ncithesaurus:Capitate_Bone""}"
UBERON:0001433,,"C0560737 {source=""ncithesaurus:Hamate_Bone""}"
UBERON:0001434,,"C0037253 {source=""ncithesaurus:Skeletal_System""}"
UBERON:0001435,D002348,"C0007285 {source=""ncithesaurus:Carpal_Bone""}"
UBERON:0001436,,"C0223792 {source=""ncithesaurus:Hand_Phalanx""}"
UBERON:0001437,D004838,"C1708734 {source=""ncithesaurus:Long_Bone_Epiphysis""}"
UBERON:0001438,,"C0222671 {source=""ncithesaurus:Metaphysis""}"
UBERON:0001439,"D000071538 {mapping:provider=""https://github.com/biopragmatics/biomappings"", mapping:justification=""https://w3id.org/semapv/vocab/LexicalMatching""}","C0222661 {source=""ncithesaurus:Cortical_Bone""}"
UBERON:0001443,D013909,"C0817096 {source=""ncithesaurus:Thorax""},C1527391 {source=""ncithesaurus:Chest""}"
UBERON:0001446,D005360,"C0016068 {source=""ncithesaurus:Fibula""}"
UBERON:0001447,D013639,"C0039316 {source=""ncithesaurus:Tarsal_Bone""}"
UBERON:0001448,D008682,"C0025584 {source=""ncithesaurus:Metatarsal_Bone""}"
UBERON:0001449,,"C0584876 {source=""ncithesaurus:Foot_Phalanx""}"
UBERON:0001450,D002111,"C0006655 {source=""ncithesaurus:Calcaneum""}"
UBERON:0001451,,"C0223947 {source=""ncithesaurus:Navicular_Bone""}"
UBERON:0001452,,"C1512869 {source=""ncithesaurus:Internal_Cuneiform_Bone_of_the_Foot""}"
UBERON:0001453,,"C1513292 {source=""ncithesaurus:Middle_Cuneiform_Bone_of_the_Foot""}"
UBERON:0001454,,"C1517036 {source=""ncithesaurus:External_Cuneiform_Bone_of_the_Foot""}"
UBERON:0001455,,"C0376381 {source=""ncithesaurus:Cuboid_Bone""}"
UBERON:0001456,D005145,"C0015450 {source=""ncithesaurus:Face""}"
UBERON:0001457,,"C0222088 {source=""ncithesaurus:Eyelid_Skin""}"
UBERON:0001458,,"C0222101 {source=""ncithesaurus:Skin_of_the_Lip""}"
UBERON:0001459,,"C0222110 {source=""ncithesaurus:Ear_Skin""}"
UBERON:0001460,D001132,
UBERON:0001461,D004550,
UBERON:0001463,D013933,"C0040067 {source=""ncithesaurus:Hand_Digit_1""}"
UBERON:0001464,D006615,"C0019552 {source=""ncithesaurus:Hip""}"
UBERON:0001465,D007717,
UBERON:0001466,,"C0040357 {source=""ncithesaurus:Toe""}"
UBERON:0001467,D012782,"C0037004 {source=""ncithesaurus:Shoulder""}"
UBERON:0001468,,"C1182940 {source=""ncithesaurus:Vertebral_Joint""}"
UBERON:0001469,D013247,"C0038291 {source=""ncithesaurus:Sternoclavicular_Joint""}"
UBERON:0001470,D012785,"C0037009 {source=""ncithesaurus:Shoulder_Joint""}"
UBERON:0001473,"D042601 {mapping:justification=""https://w3id.org/semapv/vocab/ManualMappingCuration"", author:id=""https://orcid.org/0000-0001-9439-5346"", mapping:provider=""https://github.com/biopragmatics/biomappings""}","C0229889 {source=""ncithesaurus:Lymphatic_Vessel""}"
UBERON:0001474,,"C0262950 {source=""ncithesaurus:Bone""}"
UBERON:0001476,,"C0224234 {source=""ncithesaurus:Deltoid""}"
UBERON:0001477,,"C0584882 {source=""ncithesaurus:Infraspinatus""}"
UBERON:0001478,,"C0224232 {source=""ncithesaurus:Teres_Major_Muscle""}"
UBERON:0001479,D012716,"C0036846 {source=""ncithesaurus:Sesamoid_Bone""}"
UBERON:0001484,D017746,"C0206207 {source=""ncithesaurus:Joint_Capsule""}"
UBERON:0001485,D007719,"C0022745 {source=""ncithesaurus:Knee_Joint""}"
UBERON:0001486,D006621,"C0019558 {source=""ncithesaurus:Hip_Joint""}"
UBERON:0001487,D033023,
UBERON:0001488,D000843,"C0003087 {source=""ncithesaurus:Ankle_Joint""}"
UBERON:0001490,D004551,"C0013770 {source=""ncithesaurus:Elbow_Joint""}"
UBERON:0001491,D014955,"C1322271 {source=""ncithesaurus:Wrist_Joint""}"
UBERON:0001492,D011826,"C0034518 {source=""ncithesaurus:Radial_Nerve""}"
UBERON:0001493,,"C0228885 {source=""ncithesaurus:Axillary_Nerve""}"
UBERON:0001494,D014459,"C0041602 {source=""ncithesaurus:Ulnar_Nerve""}"
UBERON:0001495,D010369,"C0030747 {source=""ncithesaurus:Pectoralis_Muscle""}"
UBERON:0001496,,"C0003956 {source=""ncithesaurus:Ascending_Aorta""}"
UBERON:0001502,,"C0224295 {source=""ncithesaurus:Hand_Interosseous_Muscle""}"
UBERON:0001503,,"C1744530 {source=""ncithesaurus:Dorsal_Hand_Interosseous_Muscle""}"
UBERON:0001505,,"C0224246 {source=""ncithesaurus:Coracobrachialis""}"
UBERON:0001506,,"C0224240 {source=""ncithesaurus:Brachialis""}"
UBERON:0001507,,"C0559499 {source=""ncithesaurus:Biceps""}"
UBERON:0001509,,"C0559502 {source=""ncithesaurus:Triceps_Brachii""}"
UBERON:0001510,,"C0222275 {source=""ncithesaurus:Knee_Skin""}"
UBERON:0001511,,"C0222279 {source=""ncithesaurus:Leg_Skin""}"
